Famille d'origine;Planet;People;Prosperity;RECOMMANDATION;CRITERES;JUSTIFICATIONS;Etape Cycle de Vie;incontournables;Indicateurs;X;Y;Priorite;Recurrence;Use Case
SPECIFICATIONS;A;A;B;Organiser les ressources humaines projets pour permettre la prise en compte de la demarche NR;Les referents NR de l'organisation sont-ils identifies ?;Le NR necessite une forte connaissance qui doit etre portee par des personnes qui sont les mieux adaptees.;N/A;;(X / Y ) * 100;"Formalises = 100 ; Identifies = 50 ; Non = 0";100;High;Once;La fiche de cadrage projet designe le referent NR du projet.
SPECIFICATIONS;A;B;A;Organiser les ressources humaines projets pour permettre la prise en compte de la demarche NR;Quelle approche editoriale est prevue pour sensibiliser les clients au NR ?;La communication vers les utilisateurs et clients est aussi un engagement de l'entreprise pour reduire ses impacts environnementaux et se demarquer de la concurrence en affichant son ambition et ses resultats NR.;Utilisation;;;;;;;
SPECIFICATIONS;B;A;B;Organiser les ressources humaines projets pour permettre la prise en compte de la demarche NR;Chaque entite de l'equipe Projet dispose-t-elle des competences NR ?;Chacune des etapes projet requiert des connaissances specifiques pour les aspects NR, il est important que toutes les etapes soient couvertes afin que les resultats NR soient coherents tout au long de la vie du service.;N/A;INCONTOURNABLE;(X / Y ) * 100;"Plan de formation NR = 100 ; Mise e dispo de ressources NR = 50 ; Non = 0";100;High;OnUpdate;Plan de formation adapte e chacun des profils
SPECIFICATIONS;A;B;B;Organiser les ressources humaines projets pour permettre la prise en compte de la demarche NR;Les donnees ACV sont-elles reutilisees dans le cas d'une adaptation d'un service existant ?;Les analyses ACV peuvent etre realisees sur des services existants afin de les rendre plus efficaces dans le cas d'une refonte ou adaptation d'un service existant. Les specifications et exigences NR issues des ACV precedentes doivent etre reprises et adaptees si besoin.;Revalorisation;;(X / Y ) * 100;"Formalises = 100 ; Identifies = 50 ; Non = 0";100;Low;OnUpdate;"Une ACV minimale (""screening"") est disponible pour le service existant"
SPECIFICATIONS;B;A;B;Organiser les ressources humaines projets pour permettre la prise en compte de la demarche NR;Chaque partie-prenante a-t-elle la latitude de prendre des decisions pouvant influer sur l'impact environnemental ?;Les specifications et les USER STORY peuvent evoluer au fil du temps, ces evolutions doivent systematiquement prendre en compte les aspects NR. Les adaptations sont le plus souvent le fait des metiers. Les impacts environnementaux doivent pouvoir aussi avoir cette latitude avec des chemins de validation pre-definis.;Realisation;;;;;;;
SPECIFICATIONS;B;B;A;Inclure les utilisateurs dans les ressources projet NR;La definition des besoins est-elle realisee en consultant les utilisateurs finaux ?;Lorsque les besoins utilisateurs sont extrapoles e partir d'analyses et d'objectifs de l'organisation, cela peut conduire e des expressions de besoin plus larges que celles dont les utilisateurs vont reellement se servir et le service sera plus consommateur que necessaire.;Conception;;;;;;;
SPECIFICATIONS;A;B;A;Inclure les utilisateurs dans les ressources projet NR;Transmettez-vous une pedagogie NR aux utilisateurs ?;Les utilisations des services sont une source de consommation de ressources. Si les utilisateurs sont incites et guides pour reduire leurs impacts avec des demarches pedagogiques, cela rend l'ensemble du service plus efficace pour reduire son impact.;Conception;;;;;;;
SPECIFICATIONS;B;A;A;Inclure les utilisateurs dans les ressources projet NR;Les aspects NR sont-ils propages et entretenus sur l'ensemble des acteurs ?;Lorsque chacun des acteurs a un acces simple e des marqueurs permettant d'evaluer l'impact environnemental de ses actions et choix, il peut adapter ses pratiques pour rendre le service plus efficace et responsable.;Realisation;;;;;;;
SPECIFICATIONS;B;B;B;Inclure les utilisateurs dans les ressources projet NR;Les profils cibles sont-ils definis ?;Pour exprimer clairement les objectifs NR dans chacune des specifications il est indispensable de situer les profils cibles et de leur associer des objectifs NR precis.;Conception;;;;;Medium;OnUpdate;Fiche de cadrage projet
SPECIFICATIONS;B;B;B;Inclure les utilisateurs dans les ressources projet NR;Les aspects numerique responsable sont-ils propages et entretenus sur l'ensemble des profils utilisateurs ?;Les phases d'utilisation sont un moyen de communiquer et entretenir le lien sur les aspects NR avec les utilisateurs, c'est aussi une demarche qui offre un canal de communication different et demarquant vis e vis de la concurrence en impliquant les utilisateurs et les rendant acteurs du service propose.;Utilisation;;;;;Low;Periodic;Plan de formation
SPECIFICATIONS;B;B;B;Organiser la methodologie projet pour permettre d'appliquer une demarche NR;Les etapes de revue NR sont-elles incluses dans la methodologie ?;Les objectifs NR doivent etre clairement definis et la gestion projet doit traiter le suivi de ces objectifs avec des revues au meme titre que les autres categories d'exigences, en associant les acteurs aptes e arbitrer, justifier et valider les decisions;N/A;;;;;;;
SPECIFICATIONS;A;B;B;Organiser la methodologie projet pour permettre d'appliquer une demarche NR;Des fonctionnalites (User Story) concernent-elles uniquement les aspects NR ?e;Le projet doit definir des exigences NR (Exigences Non Fonctionnelles - NFR) ou des User Stories specifiques qui vont introduire des orientations NR dans la conception. Ces elements seront pris en charge au meme titre que les autres NFR (securite, accessibilite par exemple) et garantiront que les aspects NR seront pris en consideration dans toutes les etapes du projet.;Conception;;(X / Y ) * 100;Nombre US NR;Nombre US NFR;Medium;OnUpdate;Des Tags/Labels NR sont utilises pour identifier tous les aspects NR pris en compte dans le Backlog
SPECIFICATIONS;B;B;B;Organiser la methodologie projet pour permettre d'appliquer une demarche NR;Quelle proportion des fonctionnalites (User Story) ont une composante NR ?e;Certaines fonctionnalites peuvent etre coneues avec des impacts NR tres differents. En l'absence de clarification, la solution choisie sera le plus souvent pilotee par la facilite ou l'appetence technique, ce qui s'oppose en general e la performance NR. Le seul moyen de guider les decisions est d'introduire des points d'attention sur les aspects NR dans la majorite des User Stories.;Conception;INCONTOURNABLE;(X / Y ) * 100;Nombre US avec info NR;Nombre US;High;OnUpdate;Le Backlog utilise des Tags/Labels NR pour identifier les user stories avec des elements NR
SPECIFICATIONS;B;B;B;Organiser la methodologie projet pour permettre d'appliquer une demarche NR;"Quelle est la frequence de revue/validation des elements NR, sur un mode similaire aux revues et validation ""Securite"" ?e";La prise en compte des aspects NR fait au demarrage de la conception peut etre respectee mais dans un mode iteratif il est possible de s'en ecarter graduellement. Les revues du respect NR sont indispensables pour conserver la coherence du projet.;Realisation;;;;;;;
SPECIFICATIONS;B;B;B;Organiser la methodologie projet pour permettre d'appliquer une demarche NR;Chaque fonctionnalite est-elle evaluee par rapport aux usages ?;Les User Story / Use Case doivent etre specifies par rapport e des usages afin de ne pas aller vers une inflation de fonctionnalites qui seraient superflues par rapport aux besoins reels des utilisateurs. Proposer des fonctionnalites marginales va engendrer une empreinte environnementale, un coet et une incomprehension du service supplementaire non justifies.e;Conception;;;;;High;OnUpdate;Definition of Done
SPECIFICATIONS;C;B;C;Organiser la methodologie projet pour permettre d'appliquer une demarche NR;L'utilisation d'integration continue est-elle generalisee ?;Du point de vue NR, le fait de capitaliser sur les acquis et de fournir un modele technique qui garanti ces acquis, evite les anomalies et surcoets de non qualite.;Deploiement;;;;;;;
SPECIFICATIONS;C;B;C;Organiser la methodologie projet pour permettre d'appliquer une demarche NR;Les processus d'integration continue ne generent-ils pas des breches dans la prise en compte des aspects NR ?;Les differentes phases de l'integration continue permettent de piloter les processus avec des attendus definis. L'une de ces etapes d'integration doit valider le respect des impacts NR.;Deploiement;;(X / Y ) * 100;"Formalises = 100 ; Identifies = 50 ; Non = 0";100;Low;OnUpdate;Dossier technique
SPECIFICATIONS;B;B;B;Organiser la methodologie projet pour permettre d'appliquer une demarche NR;Les exigences non fonctionnelles (User Story) sont-elles traitees de la meme maniere pour les aspects NR, securite et accessibilite ?;Les categories d'exigences Non Fonctionnelles (NFR) interviennent de maniere transverse dans la gestion de projet car les dependances sont le plus souvent associees e des comportements que l'on ne peut que rarement lier e une seule action. C'est aussi le cas du NR, une decision ponctuelle efficace peut etre rendue caduque par des actions en amont ou en aval.;Realisation;;;;;;;
SPECIFICATIONS;B;B;B;Organiser la methodologie projet pour permettre d'appliquer une demarche NR;L'etat des lieux des donnees d'entree est-il mis e disposition afin d'etre reutilise dans d'autres projets?;Les principes NR sont stables et les bonnes pratiques deployees sont directement utilisables dans d'autres contextes projet, d'autant plus que les projets au sein d'une organisation ont beaucoup de similarites, que ce soit dans les methodes, les objectifs ou les perimetres fonctionnels. Dans la phase de specification, collecter, preparer et produire ces elements est un gage d'efficacite et de fiabilite pour augmenter la maturite de l'organisation dans ses pratiques NR.;Revalorisation;;;;;Medium;OnUpdate;Documentation technique
SPECIFICATIONS;A;B;A;Construire le perimetre du projet et valider la pertinence de chaque fonctionnalite;Les exigences NR sont elles associees e toutes les fonctionnalites produit ?;Chaque fonctionnalite mise en oeuvre doit disposer d'une prise en compte du NR pour que l'ensemble du service soit coneu avec le respect le plus complet des principes NR, un aspect non couvert pouvant annuler tout ou partie des benefices acquis par ailleurs. Il est plus efficace d'avoir un traitement equilibre sur l'ensemble, plutet que viser l'excellence sur une partie et laisser des trous consequents sur d'autres.;Conception;;(X / Y ) * 100;Exigences NR;Fonctionnalites;High;OnUpdate;Des Tags/Labels NR sont utilises pour identifier tous les aspects NR pris en compte dans le Backlog
SPECIFICATIONS;B;B;B;Construire le perimetre du projet et valider la pertinence de chaque fonctionnalite;Chaque fonction principale ou secondaire du service est-elle apprehendee en regard de son importance dans le service ?;La coherence NR pousse e s'assurer que les fonctions secondaires n'ont pas un impact environnemental plus important que les fonctions principales. Les specifications doivent clairement identifier les fonctions principales et secondaires et leurs impacts du point de vue NR.;Conception;;;;;Medium;OnUpdate;Analyse d'impact
