Original family;Planet;People;Prosperity;RECOMMENDATION;Criteria;Justifications;Stage life cycle;inescapable;Indicators;X;Y;Priority;Recurrence;USE CASE;ID
Specifications;B;B;B;Organize the methodology project to enable a NR approach;Is the inventory of entry data put in order to be reared in other projects?;The NR principles are stable and the best practices are directly usable in other project contexts, especially since the projects within an organization have a lot of similarities, whether in methods, objectives or perimeters functional. In the specification phase, collect, prepare and produce these elements is a pledge of efficiency and reliability to increase the maturity of the organization in its Practices NR.;Revaluation;;;;;Medium;Onupdate;Technical documentation;SPC-3.05
Specifications;;;;Build the project perimeter and validate the relevance of each functionality;;;;;;;;;;;SPC-4
Specifications;A;B;A;Build the project perimeter and validate the relevance of each functionality;Are the NR requirements associated with all product features?;Each functionality implemented must have a consideration of the NR so that the entire service can be counted with the most compliance with the NR principles, an uncutable aspect that can cancel all or part of the benefits acquired also. It is more efficient to have an equilibrium treatment on the whole, rather than aiming for excellence on a game and leave holes consequently on others.;Design;;(X / y) * 100;NR requirements;Functionalities;High;Onupdate;Tags / labels Nr are used to identify all NR aspects taken into account in the backlog;SPC-4.01
Specifications;B;B;B;Build the project perimeter and validate the relevance of each functionality;Is each main or secondary function of the service apprehende with its importance in the service?;The coherence Nr is making sure that the secondary functions do not have a greater environmental impact than the main functions. Specifications must clearly identify the main and secondary functions and their impacts from the NR point of view.;Design;;;;;Medium;Onupdate;Impact analysis;SPC-4.02
Specifications;B;B;A;Build the project perimeter and validate the relevance of each functionality;Are all project requirements (Performance, Security, Accessibility, NR) associated with each functionality?;The full panorama of non-functional requirements (security, accessibility, NR) makes it possible to facilitate arbitrations and to determine the axis that will be chosen when elements present conflicts. The conflict is difficult to treat locally, only the global vision will ensure that the equilibrium is respectful on the whole project.;Design;;(X / y) * 100;NR requirements;Functions with NFR;High;Onupdate;Backlog - Tag / Label Nr;SPC-4.03
Specifications;B;A;B;Build the project perimeter and validate the relevance of each functionality;Are the exclusion cases of each feature addresses and the proposed alternatives?;Some non-retained functionalities may nevertheless have an interest and push alternatives. These intermediate solutions meet the same project processes in terms of NR.;Acquisition;;;;;Medium;Onupdate;Impact analysis;SPC-4.04
Specifications;A;B;B;Build the project perimeter and validate the relevance of each functionality;Is the necessity of a functionality validate in relation to its NR impact?;The selection of the specific features of the necessary judgments may be called into question in its original form compared to the NR impacts. In this case the sizes / benefits will have to take into account these oppositions and to be adapted to converge the 2 approaches: functional necessity and impact NR.;Design;;;;;;;;SPC-4.C01
Specifications;B;A;B;Build the project perimeter and validate the relevance of each functionality;What alternatives are proposed to treat a non-retained functionality?;Alternative solutions can be deployed knowing that they are not the most effective from a NR point of view but bring a first step more effective by the solution that does not include any NR consideration. These alternative tracks must be transient and be the subject of review planning to gradually increase their NR compliance.;Acquisition;;;;;Medium;Onupdate;Impact analysis;SPC-4.05
Specifications;C;A;B;Build the project perimeter and validate the relevance of each functionality;Are the guidelines of the service not based on the effects of artificial addiction?;The over-consumption of the uses of the service involves the creation of a dependency of the user visiting the service, and artificially increases the service usage charges, so the environmental impact. These addiction effects are harmful for compliance with NR principles.;Use;;;;;;;;SPC-4.C02
Specifications;B;A;A;Build the project perimeter and validate the relevance of each functionality;Are the users and technical interfaces steadfast to be effective from the nesting point of view;The link between the user and the service may generate complex, long courses, with volumes of input or information presented very high. If interface management is effective for the user, it will most often be as effective from the NR point of view;Use;;;;;;;;SPC-4.C03
